well_id,timestamp,temperature,pressure,viscosity,oil_rate,water_rate,spm,stroke,vfd,pprl,mprl,rod_load,pump_load,floating_risk,failure_risk,unsetting_risk,sor,energy
BGW-001,2025-09-06,177.82074848188023,15.041029674917038,19.995440364326697,153.73362935740417,38.85761635786786,4.181269043444066,72.0,42.0,62.2,36.3,49.3,24.2,0.05,0.047848694583058175,0.2533533694241581,0.512546184398916,45.0
BGW-001,2025-09-07,174.70545390461814,15.83768091719512,21.951223408237865,137.8155593416443,35.30423332223242,4.219356981725283,72.0,42.0,62.2,36.2,49.2,24.2,0.05,0.03,0.25149710655803764,0.571746655583356,45.0
BGW-001,2025-09-08,170.4959072125149,16.622556877916303,24.95319126954191,122.10209789405303,30.83503246611389,4.087015703893177,72.0,42.0,62.2,36.3,49.2,24.2,0.05,0.03,0.2447334212366156,0.645325399808486,45.0
BGW-001,2025-09-09,167.26566258850167,17.255107103260027,27.57812272479157,109.48575435808857,28.517276976599824,4.107920513806216,72.0,42.0,62.2,36.2,49.2,24.2,0.05,0.03,0.212657553575563,0.7196880142344604,45.0
BGW-001,2025-09-10,165.08650366529892,17.473317487855336,29.52776550434437,105.08955028133936,26.602471007112385,4.115383125683528,72.0,42.0,62.3,36.2,49.2,24.2,0.05,0.03,0.21243555761438085,0.7497946744465832,45.0
BGW-001,2025-09-11,161.22428601249797,18.260930944995312,33.38412366871405,89.3903602636748,23.71874111301468,4.259077326399633,72.0,42.0,62.3,36.0,49.2,24.2,0.05,0.03018703435223519,0.16683506894535707,0.8814774312186604,45.0
BGW-001,2025-09-12,158.89375945067525,18.552367816805422,35.98892218462436,83.53513668854599,21.654202075386475,4.284569778097514,72.0,42.0,62.3,36.0,49.2,24.2,0.05,0.03,0.1663399651021816,0.9432627785684682,45.0
BGW-001,2025-09-13,157.11215359642827,18.789319935994968,38.13737988199755,78.83205417200132,21.09081121245188,4.282479961799676,72.0,42.0,62.4,36.0,49.2,24.2,0.05,0.03,0.14565346676868998,0.999537383219939,45.0
BGW-001,2025-09-14,155.08667426115548,18.943199119943433,40.760020899752114,75.69042052061748,19.13456360308246,4.185147281866895,72.0,42.0,62.3,36.0,49.1,24.2,0.05,0.03,0.1636630878764554,1.0410245391551416,45.0
BGW-001,2025-09-15,153.3646435998538,19.216340760615335,43.15255298167937,70.30171149297055,18.973807333968363,4.2289308820038105,72.0,42.0,62.4,35.9,49.1,24.2,0.05,0.03972791211016828,0.16821673132931939,1.1208202967976593,45.0
BGW-001,2025-09-16,149.7642923889641,19.509603913628535,48.69123483714375,64.25896905449622,14.761785013861802,4.265752200350018,72.0,42.0,62.4,35.8,49.1,24.2,0.05,0.03,0.12242035838785291,1.226219254686616,45.0
BGW-001,2025-09-17,145.7703097035676,20.022815619092686,55.80634305269522,54.16438647619265,14.519535751842378,4.318231523579321,72.0,42.0,62.5,35.6,49.1,24.2,0.05,0.03,0.09340257341402357,1.4547489645353668,45.0
BGW-001,2025-09-18,145.71303069588103,19.99247791500375,55.91666448583079,54.715109732274826,13.95999535293811,4.241061394649068,72.0,42.0,62.4,35.7,49.1,24.2,0.05,0.05187289981065779,0.09133265240816725,1.440106499401855,45.0
BGW-001,2025-09-19,142.39070420250886,20.3303757774557,62.76162747495254,47.92571736294594,11.885735128213188,4.223689622165166,72.0,42.0,62.5,35.6,49.0,24.2,0.05,0.03260226913284922,0.09210825733249706,1.644119054999393,45.0
BGW-001,2025-09-20,139.2433162588274,20.589842716741202,70.1377277055724,42.80183582049819,11.25499573948083,4.135817818462271,72.0,42.0,62.5,35.5,49.0,24.2,0.05,0.04058101713629077,0.1345237180242106,1.840939380997269,45.0
BGW-001,2025-09-21,138.28760583057522,20.621473229375077,72.56902804116557,42.16475726673804,11.043954126700077,4.046498302776077,72.0,42.0,62.5,35.5,49.0,24.2,0.05,0.03370460419882053,0.14606484224970573,1.8687546246849407,45.0
BGW-001,2025-09-22,135.81485909607258,20.797029358313306,79.3165714543078,38.656845851734694,10.153814526768981,4.106505756990438,72.0,42.0,62.5,35.4,49.0,24.2,0.05,0.047538660653735486,0.11262063894086094,2.038334566745279,45.0
BGW-001,2025-09-23,133.10946097812902,20.90359052151253,87.52818711630447,36.38562834501938,8.409654484021958,4.246948567504022,72.0,42.0,62.6,35.2,48.9,24.2,0.06632921975480546,0.03,0.08547404540794457,2.165568899725228,45.0
BGW-001,2025-09-24,131.83130207293377,21.100386079076266,91.74025811717941,32.504818626530415,7.9100395928025105,4.205485037984483,72.0,42.0,62.6,35.1,48.9,24.2,0.05,0.04197184861270363,0.07841151531532393,2.424120129580473,45.0
BGW-001,2025-09-25,130.95151613915664,21.17579613488448,94.77309170707949,31.109564731669714,8.374109478785146,4.265081377389574,72.0,42.0,62.7,35.0,48.9,24.2,0.05,0.03704919869208259,0.12294285508564856,2.5328411316767903,45.0
BGW-001,2025-09-26,126.4299598513433,21.368164814484643,112.26918937800559,27.276420930158775,7.4331497968430895,4.262545829742185,72.0,42.0,62.8,34.7,48.8,24.2,0.05,0.03,0.10723883131233795,2.888780215802162,45.0
BGW-001,2025-09-27,126.00133627090813,21.386316970393313,114.1094786123386,26.919127159467745,7.372142658378265,4.145598022273721,72.0,42.0,62.7,34.8,48.8,24.2,0.05,0.03836144946597363,0.08251297163947265,2.9271225873763678,45.0
BGW-001,2025-09-28,125.34664960214934,21.397508714601244,116.98665745368605,26.532476931113383,6.279946400463546,4.252524288690706,72.0,42.0,62.8,34.7,48.7,24.2,0.05,0.048241692074849046,0.11997191158014808,2.969778711030737,45.0
BGW-001,2025-09-29,121.32932062599303,21.561047233143867,136.54744322454155,23.400534026309476,6.277099963260599,4.265764812799559,72.0,42.0,62.9,34.3,48.6,24.2,0.07493317868793149,0.04379880382709807,0.08172527671285021,3.3672558520392712,45.0
BGW-001,2025-09-30,119.44674222333406,21.74979602747056,146.96794112181965,19.688305238595753,5.572651275352268,4.227292157985332,72.0,42.0,63.0,34.2,48.6,24.2,0.05,0.04904366498072048,0.09706003783755814,4.002151743689376,45.0
BGW-001,2025-10-01,119.53343456221013,21.727670289318915,146.46879133991862,20.420121224902907,7.2693628680025,4.2500533878212,72.0,42.0,63.0,34.2,48.6,24.2,0.05,0.03,0.1064494483048637,3.8587226918536244,45.0
BGW-001,2025-10-02,116.44299154857356,21.77225399790088,165.50920000358394,19.208815070301686,5.298711625362023,4.19417368698745,72.0,42.0,63.1,33.9,48.5,24.2,0.05,0.03,0.08786970095865958,4.102053398533611,45.0
BGW-001,2025-10-03,115.59608975616935,21.82228756890389,171.20428690219828,17.99844974980284,4.107691207004192,4.2138544740680945,72.0,42.0,63.1,33.8,48.4,24.2,0.05274656207178853,0.03,0.09987450211891055,4.37790955533811,45.0
BGW-001,2025-10-04,113.28397305060145,22.00107754059466,187.91192939459927,14.792535731368039,4.65658553228707,4.244862762109459,72.0,42.0,63.2,33.5,48.4,24.2,0.0715269766061329,0.06756857583468445,0.06924661264085817,5.326712510407945,45.0
BGW-001,2025-10-05,110.84999777234549,21.971883039920563,207.51599576675807,15.255117517596577,4.349042725063623,4.241203814904484,72.0,42.0,63.3,33.2,48.2,24.2,0.13174631882113733,0.09705291744760261,0.11951131280361198,5.165190307452237,45.0
BGW-001,2025-10-06,110.76193490508075,21.95875195094033,208.2673105616904,15.365942119364526,3.837716797850842,4.2607175376394615,72.0,42.0,63.3,33.1,48.2,24.2,0.05,0.03,0.08709272904341793,5.127937130625697,45.0
BGW-001,2025-10-07,108.497557288349,21.902589722543077,228.67964228813648,16.060046051825644,2.563492423254546,4.254900815229961,72.0,42.0,63.5,32.8,48.1,24.2,0.05,0.03,0.11857901193934732,4.906311282462201,45.0
BGW-001,2025-10-08,106.95089696568073,22.17390735225029,243.9166143447741,11.159434190601665,3.035487055932374,4.2543678199147745,72.0,42.0,63.5,32.6,48.0,24.2,0.05,0.0368291717916395,0.09771143679807627,7.060894288645505,45.0
BGW-001,2025-10-09,104.87895633582337,22.028997736773057,266.1513225734625,13.985139974109327,3.569526588795045,4.037988593067392,72.0,42.0,63.5,32.5,48.0,24.2,0.07128940801120626,0.03310238591191631,0.11384866669592447,5.634236431441433,45.0
BGW-001,2025-10-10,103.29960671695042,22.21363429872159,284.6351495473905,10.533616843753347,3.2953967699684683,4.26926041553361,72.0,42.0,63.8,31.9,47.8,24.2,0.05159728901706142,0.03,0.08730109377678087,7.480392187196565,45.0
BGW-001,2025-10-11,101.97625977624008,22.11753414177374,301.2387637859931,12.201667182029954,3.0788898658556354,4.0991292836531965,72.0,42.0,63.8,31.8,47.8,24.2,0.09556903518774432,0.10456299681228648,0.11744930521102294,6.457772037659012,45.0
BGW-001,2025-10-12,99.87994578207415,22.323440181536437,329.81670461340644,8.628359362615495,3.3629677687303627,4.143386442750498,72.0,42.0,64.0,31.3,47.6,24.2,0.09413108025193262,0.07667788323234294,0.07826139056843834,9.132163118093583,45.0
BGW-001,2025-10-13,99.67487948806257,22.490358046192327,332.77207744981484,5.23812973845456,1.9663285826482042,4.179794547888547,72.0,42.0,64.0,31.2,47.6,24.2,0.0619076071381829,0.07288817071845159,0.06819717244078735,15.0426944492181,54.2
BGW-001,2025-10-14,98.02739709644412,22.3203578512568,357.62461627924466,8.65022806688607,3.2759396995299395,4.085131027905645,72.0,42.0,64.1,30.9,47.5,24.2,0.11495228308599464,0.07492364522628826,0.07716982697904098,9.109076030327106,45.0
BGW-001,2025-10-15,97.43527320222799,22.297837710717886,367.06073119554225,8.513870773697377,1.992493498444365,4.205584166799202,72.0,42.0,64.2,30.6,47.4,24.2,0.0888084733710758,0.059995854596224224,0.11004261349042094,9.254966070704826,45.0
BGW-001,2025-10-16,97.04915051157167,22.44666856896491,373.36446439539145,6.649908833022005,3.5949462952097586,4.0438329760382,72.0,42.0,64.1,30.8,47.4,24.2,0.09187046431912749,0.0714821459371244,0.10241983735470064,11.849122614982763,45.0
BGW-001,2025-10-17,94.0248908897407,22.38496176929129,427.16124527456196,6.860980848496896,1.7435403956390707,4.152850819444463,72.0,42.0,64.5,29.7,47.1,24.2,0.12798399904497815,0.09032990909853675,0.0829418080947869,11.484594824105537,45.0
BGW-001,2025-10-18,94.0128021127534,22.37145472923324,427.39304650860134,7.47563039410518,2.5260172672658263,4.250370307353889,72.0,42.0,64.6,29.5,47.1,24.2,0.09762921506305991,0.05225536898704956,0.11174587210246523,10.540326499162934,45.0
BGW-001,2025-10-19,92.57825308212688,22.40578888176962,455.92894030738137,6.636980891502411,1.988476033257203,4.302213191663074,72.0,42.0,64.8,28.9,46.9,24.2,0.11202916203561585,0.08376090294655106,0.09275614695132212,11.872203103947426,45.0
BGW-001,2025-10-20,90.73882715962174,22.366354999906576,495.69311667607,7.446168722514061,2.2684417918204174,4.2650807708800516,72.0,42.0,65.0,28.3,46.7,24.2,0.15962164048625016,0.1041741431487178,0.11043905942589928,10.582030582075074,45.0
BGW-001,2025-10-21,89.51338488080772,22.420086696003047,524.3378620603905,6.181881378027824,1.6040785279769443,4.207759677199418,72.0,42.0,65.1,28.0,46.6,24.2,0.15024094211731737,0.08129219871158684,0.1386477455137092,12.746214351669177,47.0
BGW-001,2025-10-22,87.83046416880389,22.589466227692633,566.745158780554,3.9023970096070313,2.2588179954023007,4.263333015517035,72.0,42.0,65.4,27.1,46.3,24.2,0.16368883065739698,0.11896465011259363,0.0965550645430617,20.191586080799436,59.2
BGW-001,2025-10-23,86.81566282780804,22.45770762637002,594.1659394680908,5.20305122373208,1.0900104107120576,4.27800957867342,72.0,42.0,65.6,26.6,46.1,24.2,0.15630818212867037,0.08509037444778551,0.09037228316694013,15.144110975024313,57.2
BGW-001,2025-10-24,86.78597490408647,22.50028334074748,594.9901870496984,4.428534452193075,1.0010362396723402,4.2194949769193535,72.0,42.0,65.6,26.8,46.2,24.2,0.1625400820924158,0.09551218985264767,0.08737923388763354,17.792700043671097,58.7
BGW-001,2025-10-25,85.58688657694961,22.575930379848177,629.375436030176,3.262298790203211,1.0,4.142524462299805,72.0,42.0,65.7,26.4,46.0,24.2,0.15980612398989175,0.11009213190538973,0.12630712433899105,24.153393115787058,57.7
BGW-001,2025-10-26,85.05593434074059,22.4980593958629,645.3067398678388,4.808073764043887,1.460008983838042,4.119797650828976,72.0,42.0,65.7,26.2,46.0,24.2,0.1669219624812246,0.10272610283439322,0.10325437120676179,16.38818142312832,57.4
BGW-001,2025-10-27,82.69902579408246,22.480207227173224,721.6874425390544,5.623215817089407,2.4021468066119267,4.191299188123452,72.0,42.0,66.3,24.8,45.5,24.2,0.19784656688165714,0.1424031483072994,0.08877559056228328,14.012548638355392,52.4
BGW-001,2025-10-28,82.55304395894146,22.48847183111311,726.740636966103,5.0151108809381535,1.541814301791625,4.138159217291562,72.0,42.0,66.2,24.9,45.5,24.2,0.19030253592485716,0.13365661417606614,0.12582287215590082,15.71163370294113,58.0
BGW-001,2025-10-29,82.1756238298464,22.319976726410182,739.9893806164667,7.583818949013867,1.0246335699324056,4.269785650937655,72.0,42.0,66.5,24.2,45.3,24.2,0.20313064708527645,0.17583097926978314,0.08063403429289696,10.389961267625008,45.0
BGW-001,2025-10-30,79.79187731038827,22.509398714012463,830.1717676104439,4.280728825467174,1.0,4.157939598265539,72.0,42.0,66.8,23.1,45.0,24.2,0.20197552371262578,0.13429196614273092,0.10363511951554319,18.40704897543595,58.9
BGW-001,2025-10-31,81.04059230853632,22.40527882765685,781.487398511848,6.1405086058232605,1.1445043286164855,4.128126826292132,72.0,42.0,66.5,24.0,45.3,24.2,0.21251934857758317,0.11173291243501624,0.1334291753170871,12.832094244800837,47.4
BGW-001,2025-11-01,79.57931459102228,22.499708061896754,838.7918364610326,4.436989217474355,1.0,4.308309789933233,72.0,42.0,67.1,22.4,44.8,24.2,0.22612743365795035,0.17173915811713697,0.06491144682411265,17.75879572359815,61.3
BGW-001,2025-11-02,77.27203783568825,22.488886747763384,939.0755066393262,5.00629243966182,1.5384582112119753,4.163994762281661,72.0,42.0,67.5,21.3,44.4,24.2,0.25856959918314304,0.1467178308813911,0.09395241029957413,15.739309297372447,59.5
BGW-001,2025-11-03,76.98279023936371,22.46575941170355,952.5652047983622,5.6173266008704985,1.938812055672975,4.110028632652971,72.0,42.0,67.5,21.3,44.4,24.2,0.2154303171214806,0.16558324256693258,0.10344628023959183,14.027239421813926,52.3
BGW-001,2025-11-04,75.44160223582874,22.37993403686866,1028.1876001611029,6.861382370627028,1.5897991895195491,4.294343774725106,72.0,42.0,68.2,19.3,43.7,24.2,0.2796345519338322,0.22297741725463066,0.13190681684886407,11.483922755602665,45.3
BGW-001,2025-11-05,75.01347016945076,22.43140511203326,1050.366905857795,6.1658851411452265,1.9100467094450408,4.309490524602588,72.0,42.0,68.4,18.8,43.6,24.2,0.2654200294479153,0.18624404834111374,0.11796848973699176,12.779282023132124,50.7
BGW-001,2025-11-06,72.99591156718797,22.55442469264932,1162.3259606873496,3.58008978480107,1.0,4.178447453244435,72.0,42.0,68.8,17.6,43.2,24.2,0.3199808719255707,0.23803470779354152,0.0982818956083955,22.00938799788034,61.0
BGW-001,2025-11-07,74.91367697664825,22.570331302799115,1055.6130198055812,3.3438782501421302,1.0,4.195556184088271,72.0,42.0,68.2,19.3,43.7,24.2,0.287574070372888,0.18626925078049536,0.055451157999202465,23.564131001954244,60.7
BGW-001,2025-11-08,72.76460620734444,22.61080775002688,1175.990066978189,3.4346365993941763,1.9377497790016023,4.229327859687748,72.0,42.0,68.9,17.1,43.0,24.2,0.2948753265254636,0.1813916238948175,0.07561572956222096,22.94146203264507,61.9
BGW-001,2025-11-09,72.02773791663745,22.399072527663048,1220.7273865601526,6.146170784601486,1.0,4.2403237212414275,72.0,42.0,69.2,16.3,42.8,24.2,0.31593640259233674,0.18950120503977202,0.09465939280090883,12.820272638428438,50.7
BGW-001,2025-11-10,70.50816065177634,22.50598199747538,1319.09797701035,4.3356208335833815,1.0,4.357178010633311,72.0,42.0,70.1,14.0,42.0,24.2,0.36424414503407265,0.22276418411229554,0.10107959821468444,18.174002793461597,64.8
BGW-001,2025-11-11,70.52110083157831,22.52083119381267,1318.2238810104302,4.734836480560133,1.9181981674917166,4.260600616803784,72.0,42.0,69.8,14.6,42.2,24.2,0.34327737651159645,0.21161392991964412,0.09129896605696712,16.64166977348564,63.1
BGW-001,2025-11-12,68.05981944400472,22.64684896073215,1496.711238583747,3.181770725361737,2.3857082376718974,4.331597417080103,72.0,42.0,71.1,11.1,41.1,24.2,0.488064089626337,0.3287727975182344,0.10302500309087072,24.764696121206647,65.3
BGW-001,2025-11-13,71.67029500627254,22.40568579959412,1243.109259861557,6.343489893721492,1.4658191528254032,4.123556764751966,72.0,42.0,69.1,16.5,42.8,24.2,0.29119547037769034,0.1933463284628432,0.08167298509431394,12.421488244022125,47.7
BGW-001,2025-11-14,67.39032626489515,22.512937554031126,1549.804688509657,4.224112538908968,1.0,4.334971330805805,72.0,42.0,71.4,10.2,40.8,24.2,0.5508691030669859,0.3579054641672085,0.1263988827778005,18.653760858674122,65.7
BGW-001,2025-11-15,67.9257389622643,22.592515030955873,1507.1801387165376,3.9664589584060836,2.480348440708785,4.243112803494773,72.0,42.0,70.9,11.5,41.2,24.2,0.45443699954847666,0.2915772761448377,0.07928763493230485,19.865473453076792,63.8
